drugbank_id,drug_name,food_interaction_text,protein_type,protein_name,gene_name,actions
DB00126,Ascorbic acid,"Avoid multivalent ions. Do not infuse with elemental compounds that can be reduced, such as copper.",target,"Phytanoyl-CoA dioxygenase, peroxisomal",PHYH,cofactor
DB00126,Ascorbic acid,"Avoid multivalent ions. Do not infuse with elemental compounds that can be reduced, such as copper.",target,Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3,PLOD3,cofactor
DB00126,Ascorbic acid,"Avoid multivalent ions. Do not infuse with elemental compounds that can be reduced, such as copper.",target,Gamma-butyrobetaine dioxygenase,BBOX1,cofactor
DB00126,Ascorbic acid,"Avoid multivalent ions. Do not infuse with elemental compounds that can be reduced, such as copper.",target,Dopamine beta-hydroxylase,DBH,cofactor
DB00126,Ascorbic acid,"Avoid multivalent ions. Do not infuse with elemental compounds that can be reduced, such as copper.",target,Peptidyl-glycine alpha-amidating monooxygenase,PAM,cofactor
DB00126,Ascorbic acid,"Avoid multivalent ions. Do not infuse with elemental compounds that can be reduced, such as copper.",target,Prolyl 3-hydroxylase 1,P3H1,cofactor
DB00126,Ascorbic acid,"Avoid multivalent ions. Do not infuse with elemental compounds that can be reduced, such as copper.",target,Prolyl 3-hydroxylase 2,P3H2,cofactor
DB00126,Ascorbic acid,"Avoid multivalent ions. Do not infuse with elemental compounds that can be reduced, such as copper.",target,Prolyl 3-hydroxylase 3,P3H3,cofactor
DB00126,Ascorbic acid,"Avoid multivalent ions. Do not infuse with elemental compounds that can be reduced, such as copper.",target,Prolyl 4-hydroxylase subunit alpha-1,P4HA1,cofactor
DB00126,Ascorbic acid,"Avoid multivalent ions. Do not infuse with elemental compounds that can be reduced, such as copper.",target,Prolyl 3-hydroxylase OGFOD1,OGFOD1,cofactor
DB00126,Ascorbic acid,"Avoid multivalent ions. Do not infuse with elemental compounds that can be reduced, such as copper.",target,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2,OGFOD2,cofactor
DB00126,Ascorbic acid,"Avoid multivalent ions. Do not infuse with elemental compounds that can be reduced, such as copper.",target,DNA oxidative demethylase ALKBH2,ALKBH2,activator
DB00126,Ascorbic acid,"Avoid multivalent ions. Do not infuse with elemental compounds that can be reduced, such as copper.",target,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,ALKBH3,activator
DB00126,Ascorbic acid,"Avoid multivalent ions. Do not infuse with elemental compounds that can be reduced, such as copper.",target,Lysine-specific demethylase 5D,KDM5D,cofactor
DB00126,Ascorbic acid,"Avoid multivalent ions. Do not infuse with elemental compounds that can be reduced, such as copper.",target,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",PLOD1,cofactor
DB00126,Ascorbic acid,"Avoid multivalent ions. Do not infuse with elemental compounds that can be reduced, such as copper.",target,"Trimethyllysine dioxygenase, mitochondrial",TMLHE,cofactor
DB00126,Ascorbic acid,"Avoid multivalent ions. Do not infuse with elemental compounds that can be reduced, such as copper.",target,Transmembrane prolyl 4-hydroxylase,P4HTM,cofactor
DB00126,Ascorbic acid,"Avoid multivalent ions. Do not infuse with elemental compounds that can be reduced, such as copper.",target,Egl nine homolog 1,EGLN1,cofactor
DB00126,Ascorbic acid,"Avoid multivalent ions. Do not infuse with elemental compounds that can be reduced, such as copper.",target,Prolyl hydroxylase EGLN2,EGLN2,cofactor
DB00126,Ascorbic acid,"Avoid multivalent ions. Do not infuse with elemental compounds that can be reduced, such as copper.",target,Prolyl hydroxylase EGLN3,EGLN3,cofactor
DB00126,Ascorbic acid,"Avoid multivalent ions. Do not infuse with elemental compounds that can be reduced, such as copper.",transporter,Solute carrier family 23 member 1,SLC23A1,substrate
DB00126,Ascorbic acid,"Avoid multivalent ions. Do not infuse with elemental compounds that can be reduced, such as copper.",transporter,Solute carrier family 23 member 2,SLC23A2,substrate
DB00126,Ascorbic acid,"Avoid multivalent ions. Do not infuse with elemental compounds that can be reduced, such as copper.",transporter,"Solute carrier family 2, facilitated glucose transporter member 1",SLC2A1,substrate
DB00126,Ascorbic acid,"Avoid multivalent ions. Do not infuse with elemental compounds that can be reduced, such as copper.",transporter,"Solute carrier family 2, facilitated glucose transporter member 3",SLC2A3,substrate
DB00126,Ascorbic acid,"Avoid multivalent ions. Do not infuse with elemental compounds that can be reduced, such as copper.",transporter,"Solute carrier family 2, facilitated glucose transporter member 4",SLC2A4,substrate
DB00126,Ascorbic acid,"Avoid multivalent ions. Do not infuse with elemental compounds that can be reduced, such as copper.",carrier,Albumin,ALB,binder
DB00130,L-Glutamine,"Take with food. Endari (L-glutamine) oral powder should be mixed with 8oz of water or 4-6 oz of food at room temperature or colder, then consumed.",enzyme,Coagulation factor XIII A chain,F13A1,substrate
DB00130,L-Glutamine,"Take with food. Endari (L-glutamine) oral powder should be mixed with 8oz of water or 4-6 oz of food at room temperature or colder, then consumed.",enzyme,"Glutaminase kidney isoform, mitochondrial",GLS,substrate
DB00130,L-Glutamine,"Take with food. Endari (L-glutamine) oral powder should be mixed with 8oz of water or 4-6 oz of food at room temperature or colder, then consumed.",enzyme,"Glutaminase liver isoform, mitochondrial",GLS2,substrate
DB00130,L-Glutamine,"Take with food. Endari (L-glutamine) oral powder should be mixed with 8oz of water or 4-6 oz of food at room temperature or colder, then consumed.",enzyme,Protein-glutamine gamma-glutamyltransferase 2,TGM2,substrate
DB00130,L-Glutamine,"Take with food. Endari (L-glutamine) oral powder should be mixed with 8oz of water or 4-6 oz of food at room temperature or colder, then consumed.",enzyme,Protein-glutamine gamma-glutamyltransferase 5,TGM5,substrate
DB00130,L-Glutamine,"Take with food. Endari (L-glutamine) oral powder should be mixed with 8oz of water or 4-6 oz of food at room temperature or colder, then consumed.",enzyme,Protein-glutamine gamma-glutamyltransferase 6,TGM6,substrate
DB00130,L-Glutamine,"Take with food. Endari (L-glutamine) oral powder should be mixed with 8oz of water or 4-6 oz of food at room temperature or colder, then consumed.",enzyme,Protein-glutamine gamma-glutamyltransferase K,TGM1,substrate
DB00130,L-Glutamine,"Take with food. Endari (L-glutamine) oral powder should be mixed with 8oz of water or 4-6 oz of food at room temperature or colder, then consumed.",enzyme,Protein-glutamine gamma-glutamyltransferase 4,TGM4,substrate
DB00130,L-Glutamine,"Take with food. Endari (L-glutamine) oral powder should be mixed with 8oz of water or 4-6 oz of food at room temperature or colder, then consumed.",enzyme,Protein-glutamine gamma-glutamyltransferase E,TGM3,substrate
DB00130,L-Glutamine,"Take with food. Endari (L-glutamine) oral powder should be mixed with 8oz of water or 4-6 oz of food at room temperature or colder, then consumed.",enzyme,Protein-glutamine gamma-glutamyltransferase Z,TGM7,substrate
DB00130,L-Glutamine,"Take with food. Endari (L-glutamine) oral powder should be mixed with 8oz of water or 4-6 oz of food at room temperature or colder, then consumed.",enzyme,GMP synthase [glutamine-hydrolyzing],GMPS,substrate
DB00130,L-Glutamine,"Take with food. Endari (L-glutamine) oral powder should be mixed with 8oz of water or 4-6 oz of food at room temperature or colder, then consumed.",enzyme,Asparagine synthetase [glutamine-hydrolyzing],ASNS,substrate
DB00130,L-Glutamine,"Take with food. Endari (L-glutamine) oral powder should be mixed with 8oz of water or 4-6 oz of food at room temperature or colder, then consumed.",enzyme,Kynurenine--oxoglutarate transaminase 1,KYAT1,substrate
DB00130,L-Glutamine,"Take with food. Endari (L-glutamine) oral powder should be mixed with 8oz of water or 4-6 oz of food at room temperature or colder, then consumed.",enzyme,Phosphoribosylformylglycinamidine synthase,PFAS,substrate
DB00130,L-Glutamine,"Take with food. Endari (L-glutamine) oral powder should be mixed with 8oz of water or 4-6 oz of food at room temperature or colder, then consumed.",enzyme,"Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial",GATB,substrate
DB00130,L-Glutamine,"Take with food. Endari (L-glutamine) oral powder should be mixed with 8oz of water or 4-6 oz of food at room temperature or colder, then consumed.",enzyme,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2,GFPT2,substrate
DB00130,L-Glutamine,"Take with food. Endari (L-glutamine) oral powder should be mixed with 8oz of water or 4-6 oz of food at room temperature or colder, then consumed.",enzyme,Multifunctional protein CAD,CAD,substrate
DB00130,L-Glutamine,"Take with food. Endari (L-glutamine) oral powder should be mixed with 8oz of water or 4-6 oz of food at room temperature or colder, then consumed.",enzyme,Glutamine--tRNA ligase,QARS1,substrate
DB00130,L-Glutamine,"Take with food. Endari (L-glutamine) oral powder should be mixed with 8oz of water or 4-6 oz of food at room temperature or colder, then consumed.",enzyme,Glutamine-dependent NAD(+) synthetase,NADSYN1,substrate
DB00130,L-Glutamine,"Take with food. Endari (L-glutamine) oral powder should be mixed with 8oz of water or 4-6 oz of food at room temperature or colder, then consumed.",target,CTP synthase 1,CTPS1,"antagonist, substrate"
DB00130,L-Glutamine,"Take with food. Endari (L-glutamine) oral powder should be mixed with 8oz of water or 4-6 oz of food at room temperature or colder, then consumed.",target,Amidophosphoribosyltransferase,PPAT,substrate
DB00130,L-Glutamine,"Take with food. Endari (L-glutamine) oral powder should be mixed with 8oz of water or 4-6 oz of food at room temperature or colder, then consumed.",target,Glutamine synthetase,GLUL,product of
DB00130,L-Glutamine,"Take with food. Endari (L-glutamine) oral powder should be mixed with 8oz of water or 4-6 oz of food at room temperature or colder, then consumed.",transporter,Sodium-coupled neutral amino acid symporter 1,SLC38A1,substrate
DB00130,L-Glutamine,"Take with food. Endari (L-glutamine) oral powder should be mixed with 8oz of water or 4-6 oz of food at room temperature or colder, then consumed.",transporter,Sodium-coupled neutral amino acid symporter 2,SLC38A2,substrate
DB00130,L-Glutamine,"Take with food. Endari (L-glutamine) oral powder should be mixed with 8oz of water or 4-6 oz of food at room temperature or colder, then consumed.",transporter,Sodium-coupled neutral amino acid transporter 3,SLC38A3,substrate
DB00130,L-Glutamine,"Take with food. Endari (L-glutamine) oral powder should be mixed with 8oz of water or 4-6 oz of food at room temperature or colder, then consumed.",transporter,Neutral amino acid transporter B(0),SLC1A5,substrate
DB00130,L-Glutamine,"Take with food. Endari (L-glutamine) oral powder should be mixed with 8oz of water or 4-6 oz of food at room temperature or colder, then consumed.",transporter,Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+),SLC6A14,substrate
DB00130,L-Glutamine,"Take with food. Endari (L-glutamine) oral powder should be mixed with 8oz of water or 4-6 oz of food at room temperature or colder, then consumed.",transporter,Y+L amino acid transporter 1,SLC7A7,substrate
DB00130,L-Glutamine,"Take with food. Endari (L-glutamine) oral powder should be mixed with 8oz of water or 4-6 oz of food at room temperature or colder, then consumed.",transporter,Y+L amino acid transporter 2,SLC7A6,substrate
DB00130,L-Glutamine,"Take with food. Endari (L-glutamine) oral powder should be mixed with 8oz of water or 4-6 oz of food at room temperature or colder, then consumed.",transporter,Large neutral amino acids transporter small subunit 1,SLC7A5,substrate
DB00130,L-Glutamine,"Take with food. Endari (L-glutamine) oral powder should be mixed with 8oz of water or 4-6 oz of food at room temperature or colder, then consumed.",transporter,Large neutral amino acids transporter small subunit 2,SLC7A8,substrate
DB00130,L-Glutamine,"Take with food. Endari (L-glutamine) oral powder should be mixed with 8oz of water or 4-6 oz of food at room temperature or colder, then consumed.",transporter,"b(0,+)-type amino acid transporter 1",SLC7A9,substrate
DB00130,L-Glutamine,"Take with food. Endari (L-glutamine) oral powder should be mixed with 8oz of water or 4-6 oz of food at room temperature or colder, then consumed.",transporter,Monocarboxylate transporter 10,SLC16A10,inhibitor
DB00134,Methionine,Take with food.,enzyme,S-adenosylmethionine synthase isoform type-2,MAT2A,substrate
DB00134,Methionine,Take with food.,enzyme,"Methionine-R-sulfoxide reductase B2, mitochondrial",MSRB2,substrate
DB00134,Methionine,Take with food.,enzyme,S-adenosylmethionine synthase isoform type-1,MAT1A,substrate
DB00134,Methionine,Take with food.,enzyme,Methionine-R-sulfoxide reductase B1,MSRB1,substrate
DB00134,Methionine,Take with food.,enzyme,Mitochondrial peptide methionine sulfoxide reductase,MSRA,substrate
DB00134,Methionine,Take with food.,enzyme,"Methionine--tRNA ligase, cytoplasmic",MARS1,substrate
DB00134,Methionine,Take with food.,enzyme,"Methionine--tRNA ligase, mitochondrial",MARS2,substrate
DB00134,Methionine,Take with food.,enzyme,Methionine adenosyltransferase 2 subunit beta,MAT2B,substrate
DB00134,Methionine,Take with food.,enzyme,S-methylmethionine--homocysteine S-methyltransferase BHMT2,BHMT2,product of
DB00134,Methionine,Take with food.,enzyme,Glutamine synthetase,GLUL,inhibitor
DB00134,Methionine,Take with food.,enzyme,Methylenetetrahydrofolate reductase (NADPH),MTHFR,inhibitor
DB00134,Methionine,Take with food.,target,Methionine synthase reductase,MTRR,product of
DB00134,Methionine,Take with food.,target,Methionine synthase,MTR,product of
