drugbank_id,drug_name,food_interaction_text
DB00437,Allopurinol,Take with a full glass of water.
DB00437,Allopurinol,Take with food.
DB00439,Cerivastatin,Avoid grapefruit products.
DB00439,Cerivastatin,Take with or without food. The absorption is unaffected by food.
DB00442,Entecavir,Take on an empty stomach. Take 2 hours before or 2 hours after a meal.
DB00444,Teniposide,"Exercise caution with grapefruit products. Teniposide is a CYP3A4 substrate, and grapefruit inhibits CYP3A4 metabolism, coadministration may increase the serum concentrations of teniposide."
DB00444,Teniposide,"Exercise caution with St. John's Wort. Teniposide is a CYP3A4 substrate, and St. John's Wort induces CYP3A4 metabolism, coadministration may reduce the serum concentrations of teniposide."
DB00445,Epirubicin,Drink plenty of fluids. Increased fluid intake increases urine output and the excretion of uric acid.
DB00446,Chloramphenicol,Take on an empty stomach.
DB00447,Loracarbef,Take on an empty stomach. Food decreases absorption.
DB00448,Lansoprazole,Take before a meal. Take 30-60 minutes before meals.
DB00451,Levothyroxine,Avoid calcium supplements/calcium rich foods. Calcium may interfere with the absorption of this drug by forming an insoluble complex. Separate medication administration by at least 4 hours.
DB00451,Levothyroxine,Avoid grapefruit products. Grapefruit may delay the absorption of this medication.
DB00451,Levothyroxine,Avoid iron supplements. Iron may interfere with the absorption of this drug by forming an insoluble complex. Separate medication administration by at least 4 hours.
DB00451,Levothyroxine,"Avoid multivalent ions. Examples include iron, magnesium, and calcium. These are often found in antacids, vitamins, and supplements - separate medication administration by at least 4 hours."
DB00451,Levothyroxine,"Do not take with bran and high fiber foods. Dietary fiber, soybean flour, cottonseed meal, and walnuts may reduce the absorption of levothyroxine."
DB00451,Levothyroxine,Take on an empty stomach. Levothyroxine should be taken on an empty stomach 30-60 minutes prior to the first meal of the day.
DB00454,Meperidine,Avoid alcohol.
DB00454,Meperidine,Take with or without food. Food does not significantly affect absorption.
DB00457,Prazosin,Avoid alcohol.
DB00457,Prazosin,Avoid natural licorice.
DB00457,Prazosin,Take with or without food. The absorption is unaffected by food.
DB00458,Imipramine,Avoid alcohol.
DB00458,Imipramine,Avoid St. John's Wort.
DB00458,Imipramine,Do not take with bran and high fiber foods.
DB00458,Imipramine,Limit caffeine intake.
DB00458,Imipramine,Take with food.
DB00459,Acitretin,Avoid alcohol. Women of childbearing age should avoid ingesting any alcohol during treatment and two months after discontinuation of acitretin. Alcohol intake increases the duration of risk for birth defects to beyond three years post acitretin discontinuation.
DB00459,Acitretin,Take with food. Taking acitretin with the main meal of the day improves oral absorption.
DB00461,Nabumetone,Avoid alcohol. Alcohol use may aggravate the gastrointestinal irritation caused by this drug.
DB00461,Nabumetone,Take with food. Food increases the rate of absorption.
DB00462,Methscopolamine bromide,Take before a meal. Take methscopolamine bromide 30 minutes before meals and at bedtime for optimal therapeutic effect.
DB00465,Ketorolac,Take with food. Food reduces GI irritation.
DB00468,Quinine,Take with food. Food reduces irritation.
DB00469,Tenoxicam,Take with food. Food may minimize stomach upset caused by tenoxicam.
DB00470,Dronabinol,"Avoid alcohol. Patients with a history of substance abuse or dependence, including marijuana or alcohol, may be more likely to abuse SYNDROS as well."
DB00470,Dronabinol,"Take before a meal. Because food delays the absorption of SYNDROS, administer the first dose on an empty stomach at least 30 minutes before eating."
DB00471,Montelukast,Take with or without food. The absorption is unaffected by food.
DB00472,Fluoxetine,Avoid alcohol.
DB00472,Fluoxetine,Take with or without food.
DB00474,Methohexital,Avoid alcohol. Alcohol intake may cause additive CNS depressant effects.
DB00475,Chlordiazepoxide,Avoid alcohol.
DB00475,Chlordiazepoxide,Take with or without food. The absorption is unaffected by food.
DB00476,Duloxetine,Avoid excessive or chronic alcohol consumption. Alcohol increases the risk of liver toxicity.
DB00476,Duloxetine,Take with or without food. Do not sprinkle the contents of the capsules on food/liquids.
DB00477,Chlorpromazine,Avoid alcohol.
DB00477,Chlorpromazine,Take with food. Food reduces irritation.
DB00480,Lenalidomide,Take at the same time every day. Skip the missed dose if it has been more than 12 hours since your regular time.
DB00480,Lenalidomide,"Take with or without food. High-fat meals decrease absorption, but not to a clinically significant extent."
DB00481,Raloxifene,Avoid excessive or chronic alcohol consumption. Excessive and chronic alcohol consumption may be associated with vitamin D deficiency.
DB00481,Raloxifene,Take with or without food. The absorption is unaffected by food.
DB00482,Celecoxib,Avoid alcohol. Alcohol increases the risk of gastrointestinal irritation.
DB00482,Celecoxib,Avoid multivalent ions. Separate the administration of aluminum and magnesium containing drugs by several hours.
DB00482,Celecoxib,"Take with or without food. Doses up to 200 mg can be taken without regard to food, but doses of 400mg or higher should be taken with food."
DB00484,Brimonidine,Avoid alcohol. Alcohol intake may potentially lead to additive CNS depressant effects.
DB00485,Dicloxacillin,Take on an empty stomach. Food decreases bioavailability.
DB00486,Nabilone,Avoid alcohol.
DB00486,Nabilone,Take with or without food. Food does not significantly affect absorption.
DB00488,Altretamine,Take after a meal. Take altretamine after meals and at bedtime.
DB00489,Sotalol,Take with or without food. Oral sotalol with a meal reduces absorption by 20%.
DB00490,Buspirone,Avoid alcohol. Alcohol may cause additive CNS depressant effects.
DB00490,Buspirone,Avoid grapefruit products. Grapefruit increases the plasma concentrations of the drug.
DB00490,Buspirone,Take at the same time every day. Take consistently at the same time in regard to meals.
DB00490,Buspirone,Take with or without food. Take drug always with or always without food in a consistent manner.
DB00491,Miglitol,Take with food. Take at the beginning of a meal.
DB00492,Fosinopril,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice)."
DB00492,Fosinopril,Avoid potassium-containing products. Potassium products increase the risk of hyperkalemia.
DB00492,Fosinopril,Limit salt intake. Salt may attenuate the antihypertensive effect.
DB00492,Fosinopril,Take separate from antacids. Take at least 2 hours before or after antacids. Taking this medication with antacids can reduce absorption.Taking this medication with antacids can reduce absorption.
DB00492,Fosinopril,Take with or without food. The absorption is unaffected by food.
DB00494,Entacapone,Take with or without food. The absorption is unaffected by food.
DB00495,Zidovudine,Take with or without food. The administration of zidovudine with food causes a 28% reduction in the Cmax but does not affect the AUC.
DB00496,Darifenacin,Take with or without food. The absorption is unaffected by food.
DB00497,Oxycodone,Avoid alcohol.
DB00497,Oxycodone,Take with or without food. Food does not significantly affect absorption.
DB00498,Phenindione,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include ginseng, ginkgo, ginger, and garlic."
DB00499,Flutamide,Take with or without food. The absorption is unaffected by food.
DB00500,Tolmetin,"Avoid alcohol. Ingesting alcohol may increase the risk of developing an ulcer, or gastrointestinal bleed."
DB00500,Tolmetin,"Take with or without food. Food (or milk) can decrease oral bioavailability by 16%. Tolmetin may be taken with food to reduce gastrointestinal upset, but it may reduce tolmetin serum levels by 50%."
DB00501,Cimetidine,"Take with food. Food increases bioavailability. For prophylaxis of gastric symptoms, take cimetidine 30-60 minutes prior to food administration."
DB00502,Haloperidol,Avoid alcohol. Alcohol may potential hypotension and CNS adverse effects.
DB00503,Ritonavir,Avoid St. John's Wort. Co-administration may reduce serum concentrations of ritonavir and interfere with virologic efficacy.
DB00507,Nitazoxanide,Take with food. Food improves oral bioavailability.
DB00509,Dextrothyroxine,Take with or without food. The absorption is unaffected by food.
DB00512,Vancomycin,Take with or without food.
DB00513,Aminocaproic acid,Take with or without food. The absorption is unaffected by food.
DB00514,Dextromethorphan,Take with or without food. The absorption is unaffected by food.
DB00515,Cisplatin,"Avoid echinacea. Echinacea should be used with caution, if at all, in patients receiving therapeutic immunosuppressants. Monitor for reduced efficacy of the immunosuppressant during concomitant use."
DB00518,Albendazole,Take with a high fat meal. A high fat meal increases solubility and absorption. Take with food when treating systemic infections.
DB00519,Trandolapril,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice)."
DB00519,Trandolapril,Avoid potassium-containing products. Potassium products increase the risk of hyperkalemia.
DB00519,Trandolapril,Limit salt intake. Salt may attenuate the antihypertensive effect.
DB00519,Trandolapril,Take with or without food. The absorption is unaffected by food.
DB00523,Alitretinoin,Take at the same time every day.
DB00523,Alitretinoin,Take with food. Food increases the bioavailability of alitretinoin capsules.
DB00524,Metolazone,Take with food. Food reduces irritation.
DB00528,Lercanidipine,"Avoid alcohol. Alcohol may increase the vasodilatory effects of lercanidipine, which may lead to hypotension."
DB00528,Lercanidipine,"Avoid grapefruit products. Grapefruit inhibits the metabolism of lercanidipine through CYP3A4, which causes increased serum levels of lercanidipine, and may increase the risk of hypotension."
DB00528,Lercanidipine,"Exercise caution with St. John's Wort. Lercanidipine is metabolized by CYP3A4, and St. John's Wort is a CYP3A4 inducer."
DB00528,Lercanidipine,"Take on an empty stomach. Taking lercanidipine after meals increases its bioavailability, therefore lercanidipine should be taken least 15 minutes before meals."
DB00530,Erlotinib,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of erlotinib."
DB00530,Erlotinib,"Exercise caution with St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum concentration of erlotinib."
DB00530,Erlotinib,"Take on an empty stomach. Food increases erlotinib bioavailability, therefore administer at least 1 hour before or 2 hours after meals."
DB00531,Cyclophosphamide,Drink plenty of fluids. Drink 2 to 3 liters of fluids a day.
DB00531,Cyclophosphamide,Take with food. Food reduces irritation.
DB00533,Rofecoxib,"Take separate from antacids. Taking rofecoxib with antacids can reduce the AUC and Cmax of rofecoxib, therefore consider separating their administration for optimal efficacy."
DB00533,Rofecoxib,"Take with or without food. The AUC and Cmax of rofecoxib tablets are not impacted by administration with food, however, the Tmax may be delayed. The food effect on the absorption of rofecoxib suspension formulation has not been studied according to the official product labeling."
DB00535,Cefdinir,"Avoid multivalent ions. Do not take aluminum, magnesium, or iron containing products up to 2 hours before or after this medication."
DB00535,Cefdinir,Take with or without food. The absorption is unaffected by food.
