pubmed_id,pubdate,drug,drug_entity_type,food,food_entity_type,food_component,food_component_entity_type,interaction_sentence,evidence_level,modality,drug_metabolizer,drug_transporter,well_known_target
21863748,,diclofenak,drug,Riboflavin,food,,,"""It was shown that vitamin B group permit to shorten the longitude of diclofenak therapy and to reduce the daytime dose of this drug.",in-vitro,positive,cytochrome P450 3A4,,
21863748,,diclofenak,drug,vitamin B,food,,,"""It was shown that vitamin B group permit to shorten the longitude of diclofenak therapy and to reduce the daytime dose of this drug.",in-vitro,positive,cytochrome P450 3A4,,
21863748,,diclofenac,drug,Riboflavin,food,,,"""It was shown that vitamin B group permit to shorten the longitude of diclofenak therapy and to reduce the daytime dose of this drug.",in-vitro,positive,cytochrome P450 3A4,,
21863748,,diclofenac,drug,vitamin B,food,,,"""It was shown that vitamin B group permit to shorten the longitude of diclofenak therapy and to reduce the daytime dose of this drug.",in-vitro,positive,cytochrome P450 3A4,,
31026730,2019,bleomycin,drug,Rosavin,food,,,The results indicated that Rosavin could significantly ameliorate the lung index and Pathological structure of mice with Pulmonary fibrosis by bleomycin-induced.,animal in-vivo,positive,superoxide dismutase,,TGF-β1; Nrf2; NF-κB; glutathione peroxidase
31026730,2019,bleomycin,drug,Rhodiola,food,,,The results indicated that Rosavin could significantly ameliorate the lung index and Pathological structure of mice with Pulmonary fibrosis by bleomycin-induced.,animal in-vivo,positive,superoxide dismutase,,TGF-β1; Nrf2; NF-κB; glutathione peroxidase
31026730,2019,bleomycin,drug,rosavin,food,,,The results indicated that Rosavin could significantly ameliorate the lung index and Pathological structure of mice with Pulmonary fibrosis by bleomycin-induced.,animal in-vivo,positive,superoxide dismutase,,TGF-β1; Nrf2; NF-κB; glutathione peroxidase
19519975,2009,25-hydroyvitamin D,drug,dairy product,food,,,"Mean serum changes were: 25-hydroyvitamin D, +14.5 % (P = 0.0051); parathyroid hormone (PTH), - 12.3 % (P = 0.0011); CTX, - 7.5 % (P = 0.01); tartrate-resistant acid phosphatase isoform 5b (TRAP 5b), - 9.9 % (P &lt; 0.0001); albumin, +6.2 % (P &lt; 0.0001); insulin-like growth factor-I (IGF-I),+16.9 % (P &lt; 0.0001); osteocalcin, +8.3 % (P = 0.0166); amino-terminal propeptide of type 1 procollagen (P1NP),+19.3 % (P = 0.0031).",RCTs,positive,,,insulin-like growth factor-I; IGF-I; cross-linked telopeptide of type I collagen; CTX; osteocalcin; P1NP; amino-terminal propeptide of type 1 procollagen
19519975,2009,25-hydroyvitamin D,drug,semi-skimmed milk,food,,,"Mean serum changes were: 25-hydroyvitamin D, +14.5 % (P = 0.0051); parathyroid hormone (PTH), - 12.3 % (P = 0.0011); CTX, - 7.5 % (P = 0.01); tartrate-resistant acid phosphatase isoform 5b (TRAP 5b), - 9.9 % (P &lt; 0.0001); albumin, +6.2 % (P &lt; 0.0001); insulin-like growth factor-I (IGF-I),+16.9 % (P &lt; 0.0001); osteocalcin, +8.3 % (P = 0.0166); amino-terminal propeptide of type 1 procollagen (P1NP),+19.3 % (P = 0.0031).",RCTs,positive,,,insulin-like growth factor-I; IGF-I; cross-linked telopeptide of type I collagen; CTX; osteocalcin; P1NP; amino-terminal propeptide of type 1 procollagen
19519975,2009,25-hydroyvitamin D,drug,vitamin D,food,,,"Mean serum changes were: 25-hydroyvitamin D, +14.5 % (P = 0.0051); parathyroid hormone (PTH), - 12.3 % (P = 0.0011); CTX, - 7.5 % (P = 0.01); tartrate-resistant acid phosphatase isoform 5b (TRAP 5b), - 9.9 % (P &lt; 0.0001); albumin, +6.2 % (P &lt; 0.0001); insulin-like growth factor-I (IGF-I),+16.9 % (P &lt; 0.0001); osteocalcin, +8.3 % (P = 0.0166); amino-terminal propeptide of type 1 procollagen (P1NP),+19.3 % (P = 0.0031).",RCTs,positive,,,insulin-like growth factor-I; IGF-I; cross-linked telopeptide of type I collagen; CTX; osteocalcin; P1NP; amino-terminal propeptide of type 1 procollagen
19519975,2009,25-hydroyvitamin D,drug,soft plain cheese,food,,,"Mean serum changes were: 25-hydroyvitamin D, +14.5 % (P = 0.0051); parathyroid hormone (PTH), - 12.3 % (P = 0.0011); CTX, - 7.5 % (P = 0.01); tartrate-resistant acid phosphatase isoform 5b (TRAP 5b), - 9.9 % (P &lt; 0.0001); albumin, +6.2 % (P &lt; 0.0001); insulin-like growth factor-I (IGF-I),+16.9 % (P &lt; 0.0001); osteocalcin, +8.3 % (P = 0.0166); amino-terminal propeptide of type 1 procollagen (P1NP),+19.3 % (P = 0.0031).",RCTs,positive,,,insulin-like growth factor-I; IGF-I; cross-linked telopeptide of type I collagen; CTX; osteocalcin; P1NP; amino-terminal propeptide of type 1 procollagen
19519975,2009,25-hydroxyvitamin D,drug,dairy product,food,,,"Mean serum changes were: 25-hydroyvitamin D, +14.5 % (P = 0.0051); parathyroid hormone (PTH), - 12.3 % (P = 0.0011); CTX, - 7.5 % (P = 0.01); tartrate-resistant acid phosphatase isoform 5b (TRAP 5b), - 9.9 % (P &lt; 0.0001); albumin, +6.2 % (P &lt; 0.0001); insulin-like growth factor-I (IGF-I),+16.9 % (P &lt; 0.0001); osteocalcin, +8.3 % (P = 0.0166); amino-terminal propeptide of type 1 procollagen (P1NP),+19.3 % (P = 0.0031).",RCTs,positive,,,insulin-like growth factor-I; IGF-I; cross-linked telopeptide of type I collagen; CTX; osteocalcin; P1NP; amino-terminal propeptide of type 1 procollagen
19519975,2009,25-hydroxyvitamin D,drug,semi-skimmed milk,food,,,"Mean serum changes were: 25-hydroyvitamin D, +14.5 % (P = 0.0051); parathyroid hormone (PTH), - 12.3 % (P = 0.0011); CTX, - 7.5 % (P = 0.01); tartrate-resistant acid phosphatase isoform 5b (TRAP 5b), - 9.9 % (P &lt; 0.0001); albumin, +6.2 % (P &lt; 0.0001); insulin-like growth factor-I (IGF-I),+16.9 % (P &lt; 0.0001); osteocalcin, +8.3 % (P = 0.0166); amino-terminal propeptide of type 1 procollagen (P1NP),+19.3 % (P = 0.0031).",RCTs,positive,,,insulin-like growth factor-I; IGF-I; cross-linked telopeptide of type I collagen; CTX; osteocalcin; P1NP; amino-terminal propeptide of type 1 procollagen
19519975,2009,25-hydroxyvitamin D,drug,vitamin D,food,,,"Mean serum changes were: 25-hydroyvitamin D, +14.5 % (P = 0.0051); parathyroid hormone (PTH), - 12.3 % (P = 0.0011); CTX, - 7.5 % (P = 0.01); tartrate-resistant acid phosphatase isoform 5b (TRAP 5b), - 9.9 % (P &lt; 0.0001); albumin, +6.2 % (P &lt; 0.0001); insulin-like growth factor-I (IGF-I),+16.9 % (P &lt; 0.0001); osteocalcin, +8.3 % (P = 0.0166); amino-terminal propeptide of type 1 procollagen (P1NP),+19.3 % (P = 0.0031).",RCTs,positive,,,insulin-like growth factor-I; IGF-I; cross-linked telopeptide of type I collagen; CTX; osteocalcin; P1NP; amino-terminal propeptide of type 1 procollagen
19519975,2009,25-hydroxyvitamin D,drug,soft plain cheese,food,,,"Mean serum changes were: 25-hydroyvitamin D, +14.5 % (P = 0.0051); parathyroid hormone (PTH), - 12.3 % (P = 0.0011); CTX, - 7.5 % (P = 0.01); tartrate-resistant acid phosphatase isoform 5b (TRAP 5b), - 9.9 % (P &lt; 0.0001); albumin, +6.2 % (P &lt; 0.0001); insulin-like growth factor-I (IGF-I),+16.9 % (P &lt; 0.0001); osteocalcin, +8.3 % (P = 0.0166); amino-terminal propeptide of type 1 procollagen (P1NP),+19.3 % (P = 0.0031).",RCTs,positive,,,insulin-like growth factor-I; IGF-I; cross-linked telopeptide of type I collagen; CTX; osteocalcin; P1NP; amino-terminal propeptide of type 1 procollagen
19519975,2009,IGF-I,drug,dairy product,food,,,"Mean serum changes were: 25-hydroyvitamin D, +14.5 % (P = 0.0051); parathyroid hormone (PTH), - 12.3 % (P = 0.0011); CTX, - 7.5 % (P = 0.01); tartrate-resistant acid phosphatase isoform 5b (TRAP 5b), - 9.9 % (P &lt; 0.0001); albumin, +6.2 % (P &lt; 0.0001); insulin-like growth factor-I (IGF-I),+16.9 % (P &lt; 0.0001); osteocalcin, +8.3 % (P = 0.0166); amino-terminal propeptide of type 1 procollagen (P1NP),+19.3 % (P = 0.0031).",RCTs,positive,,,insulin-like growth factor-I; IGF-I; cross-linked telopeptide of type I collagen; CTX; osteocalcin; P1NP; amino-terminal propeptide of type 1 procollagen
19519975,2009,IGF-I,drug,semi-skimmed milk,food,,,"Mean serum changes were: 25-hydroyvitamin D, +14.5 % (P = 0.0051); parathyroid hormone (PTH), - 12.3 % (P = 0.0011); CTX, - 7.5 % (P = 0.01); tartrate-resistant acid phosphatase isoform 5b (TRAP 5b), - 9.9 % (P &lt; 0.0001); albumin, +6.2 % (P &lt; 0.0001); insulin-like growth factor-I (IGF-I),+16.9 % (P &lt; 0.0001); osteocalcin, +8.3 % (P = 0.0166); amino-terminal propeptide of type 1 procollagen (P1NP),+19.3 % (P = 0.0031).",RCTs,positive,,,insulin-like growth factor-I; IGF-I; cross-linked telopeptide of type I collagen; CTX; osteocalcin; P1NP; amino-terminal propeptide of type 1 procollagen
19519975,2009,IGF-I,drug,vitamin D,food,,,"Mean serum changes were: 25-hydroyvitamin D, +14.5 % (P = 0.0051); parathyroid hormone (PTH), - 12.3 % (P = 0.0011); CTX, - 7.5 % (P = 0.01); tartrate-resistant acid phosphatase isoform 5b (TRAP 5b), - 9.9 % (P &lt; 0.0001); albumin, +6.2 % (P &lt; 0.0001); insulin-like growth factor-I (IGF-I),+16.9 % (P &lt; 0.0001); osteocalcin, +8.3 % (P = 0.0166); amino-terminal propeptide of type 1 procollagen (P1NP),+19.3 % (P = 0.0031).",RCTs,positive,,,insulin-like growth factor-I; IGF-I; cross-linked telopeptide of type I collagen; CTX; osteocalcin; P1NP; amino-terminal propeptide of type 1 procollagen
19519975,2009,IGF-I,drug,soft plain cheese,food,,,"Mean serum changes were: 25-hydroyvitamin D, +14.5 % (P = 0.0051); parathyroid hormone (PTH), - 12.3 % (P = 0.0011); CTX, - 7.5 % (P = 0.01); tartrate-resistant acid phosphatase isoform 5b (TRAP 5b), - 9.9 % (P &lt; 0.0001); albumin, +6.2 % (P &lt; 0.0001); insulin-like growth factor-I (IGF-I),+16.9 % (P &lt; 0.0001); osteocalcin, +8.3 % (P = 0.0166); amino-terminal propeptide of type 1 procollagen (P1NP),+19.3 % (P = 0.0031).",RCTs,positive,,,insulin-like growth factor-I; IGF-I; cross-linked telopeptide of type I collagen; CTX; osteocalcin; P1NP; amino-terminal propeptide of type 1 procollagen
19519975,2009,Ca,drug,dairy product,food,,,"Mean serum changes were: 25-hydroyvitamin D, +14.5 % (P = 0.0051); parathyroid hormone (PTH), - 12.3 % (P = 0.0011); CTX, - 7.5 % (P = 0.01); tartrate-resistant acid phosphatase isoform 5b (TRAP 5b), - 9.9 % (P &lt; 0.0001); albumin, +6.2 % (P &lt; 0.0001); insulin-like growth factor-I (IGF-I),+16.9 % (P &lt; 0.0001); osteocalcin, +8.3 % (P = 0.0166); amino-terminal propeptide of type 1 procollagen (P1NP),+19.3 % (P = 0.0031).",RCTs,positive,,,insulin-like growth factor-I; IGF-I; cross-linked telopeptide of type I collagen; CTX; osteocalcin; P1NP; amino-terminal propeptide of type 1 procollagen
19519975,2009,Ca,drug,semi-skimmed milk,food,,,"Mean serum changes were: 25-hydroyvitamin D, +14.5 % (P = 0.0051); parathyroid hormone (PTH), - 12.3 % (P = 0.0011); CTX, - 7.5 % (P = 0.01); tartrate-resistant acid phosphatase isoform 5b (TRAP 5b), - 9.9 % (P &lt; 0.0001); albumin, +6.2 % (P &lt; 0.0001); insulin-like growth factor-I (IGF-I),+16.9 % (P &lt; 0.0001); osteocalcin, +8.3 % (P = 0.0166); amino-terminal propeptide of type 1 procollagen (P1NP),+19.3 % (P = 0.0031).",RCTs,positive,,,insulin-like growth factor-I; IGF-I; cross-linked telopeptide of type I collagen; CTX; osteocalcin; P1NP; amino-terminal propeptide of type 1 procollagen
19519975,2009,Ca,drug,vitamin D,food,,,"Mean serum changes were: 25-hydroyvitamin D, +14.5 % (P = 0.0051); parathyroid hormone (PTH), - 12.3 % (P = 0.0011); CTX, - 7.5 % (P = 0.01); tartrate-resistant acid phosphatase isoform 5b (TRAP 5b), - 9.9 % (P &lt; 0.0001); albumin, +6.2 % (P &lt; 0.0001); insulin-like growth factor-I (IGF-I),+16.9 % (P &lt; 0.0001); osteocalcin, +8.3 % (P = 0.0166); amino-terminal propeptide of type 1 procollagen (P1NP),+19.3 % (P = 0.0031).",RCTs,positive,,,insulin-like growth factor-I; IGF-I; cross-linked telopeptide of type I collagen; CTX; osteocalcin; P1NP; amino-terminal propeptide of type 1 procollagen
19519975,2009,Ca,drug,soft plain cheese,food,,,"Mean serum changes were: 25-hydroyvitamin D, +14.5 % (P = 0.0051); parathyroid hormone (PTH), - 12.3 % (P = 0.0011); CTX, - 7.5 % (P = 0.01); tartrate-resistant acid phosphatase isoform 5b (TRAP 5b), - 9.9 % (P &lt; 0.0001); albumin, +6.2 % (P &lt; 0.0001); insulin-like growth factor-I (IGF-I),+16.9 % (P &lt; 0.0001); osteocalcin, +8.3 % (P = 0.0166); amino-terminal propeptide of type 1 procollagen (P1NP),+19.3 % (P = 0.0031).",RCTs,positive,,,insulin-like growth factor-I; IGF-I; cross-linked telopeptide of type I collagen; CTX; osteocalcin; P1NP; amino-terminal propeptide of type 1 procollagen
